answer_id,visit_id,question_id,campaign_id,project_id,project_name,client_id,client_name,campaign_name,intervention_point_id,route_id,employee_id,employee_name,is_main_employee,workers_assigned_count,employee_active_status,employee_contract_type,employee_address_province,visit_date,visit_time,visit_status,visit_type,is_client_billable,question_name,question_category,question_order,question_is_highlighted,image_associated,question_type,answer,expected_answer,fk_visit_id_valid,fk_question_id_valid,created_at,updated_at_sys
9111,1605,581,66,25,Proyecto Mantenimiento 25,13,Vitahealth España,Campaña Feb 2026 – Proyecto Mantenimiento 25,79,212,43,Ana,true,2,true,PART,VALLADOLID,2026-02-07,,INCID,,true,Resultado de la formación,1. Visita,4,false,false,S,Formación OK,,true,true,2026-02-03,2026-04-12
9131,1607,580,66,25,Proyecto Mantenimiento 25,13,Vitahealth España,Campaña Feb 2026 – Proyecto Mantenimiento 25,27,212,43,Ana,true,2,true,PART,VALLADOLID,2026-02-21,16:15:00,,C,true,Que producto en concreto?,1. Visita,3,false,false,T,OK,,true,true,2026-02-17,2026-05-13
9142,1609,580,66,25,Proyecto Mantenimiento 25,13,Vitahealth España,Campaña Feb 2026 – Proyecto Mantenimiento 25,17,212,43,Ana,true,2,true,PART,VALLADOLID,2026-02-22,19:15:00,INFO,,true,Que producto en concreto?,1. Visita,3,false,false,T,Titular disponible,,true,true,2026-02-19,2026-04-18
9150,1610,584,66,25,Proyecto Mantenimiento 25,13,Vitahealth España,Campaña Feb 2026 – Proyecto Mantenimiento 25,162,213,11,Pablo,true,2,true,PART,HAUTS-DE-SEINE,2026-02-06,,INCID,,true,Tipo de farmacia,1. Visita,7,true,true,S,Otro,Si,true,true,2026-02-03,2026-03-14
9152,1610,580,66,25,Proyecto Mantenimiento 25,13,Vitahealth España,Campaña Feb 2026 – Proyecto Mantenimiento 25,162,213,11,Pablo,true,2,true,PART,HAUTS-DE-SEINE,2026-02-06,,INCID,,true,Que producto en concreto?,1. Visita,3,false,false,T,Titular disponible,,true,true,2026-02-03,2026-03-14
9164,1612,579,66,25,Proyecto Mantenimiento 25,13,Vitahealth España,Campaña Feb 2026 – Proyecto Mantenimiento 25,131,212,43,Ana,true,2,true,PART,VALLADOLID,2026-02-19,16:30:00,INCID,T,false,HORARIO,1.Info,2,false,false,T,Pendiente de confirmar,Si,true,true,2026-02-19,2026-04-03
9174,1614,583,66,25,Proyecto Mantenimiento 25,13,Vitahealth España,Campaña Feb 2026 – Proyecto Mantenimiento 25,9,213,11,Pablo,true,2,true,PART,HAUTS-DE-SEINE,,,INCID,,false,"En caso de hacer una mejora en Nurofen, indícalo",2. Visibilidad,6,false,true,M,Sacar del cajon,,true,true,2026-02-20,2026-03-27
9192,1616,584,66,25,Proyecto Mantenimiento 25,13,Vitahealth España,Campaña Feb 2026 – Proyecto Mantenimiento 25,80,213,11,Pablo,true,2,true,PART,HAUTS-DE-SEINE,2026-03-23,12:30:00,INFO,V,true,Tipo de farmacia,1. Visita,7,true,true,S,Farmacia pequeña,,true,true,2026-03-20,2026-05-03
9210,1619,578,66,25,Proyecto Mantenimiento 25,13,Vitahealth España,Campaña Feb 2026 – Proyecto Mantenimiento 25,180,212,43,Ana,true,2,true,PART,VALLADOLID,2026-02-24,18:30:00,INFO,,false,La farmacia quiere realizar pedido,1. Visita,1,false,true,S,No,No,true,true,2026-02-23,2026-05-04
9238,1623,582,66,25,Proyecto Mantenimiento 25,13,Vitahealth España,Campaña Feb 2026 – Proyecto Mantenimiento 25,144,213,11,Pablo,true,2,true,PART,HAUTS-DE-SEINE,2026-03-06,11:00:00,INCID,,false,Indica el nº de facings de Gavidigest,2. Visibilidad,5,true,false,S,6,No,true,true,2026-03-01,2026-04-03
9269,1628,584,66,25,Proyecto Mantenimiento 25,13,Vitahealth España,Campaña Feb 2026 – Proyecto Mantenimiento 25,242,212,43,Ana,true,2,true,PART,VALLADOLID,2026-03-31,16:30:00,INCID,V,true,Tipo de farmacia,1. Visita,7,true,true,S,,No,true,true,2026-03-28,2026-04-12
9286,1631,592,67,25,Proyecto Mantenimiento 25,13,Vitahealth España,Campaña Jan 2026 – Proyecto Mantenimiento 25,197,217,33,Laura,true,2,true,INDEF,GRANADA,2026-01-30,,,C,false,Resultado de la visita,2.Visita,5,false,false,S,,,true,true,2026-01-29,2026-02-19
9341,1638,600,67,25,Proyecto Mantenimiento 25,13,Vitahealth España,Campaña Jan 2026 – Proyecto Mantenimiento 25,92,219,24,Sara,true,2,true,,CASTELLON,2026-01-19,15:45:00,INCID,,true,"En caso de hacer una mejora en Strepsils/Strefen, indícalo",2. Visibilidad,13,true,true,M,Segundo espacio,,true,true,2026-01-17,2026-01-24
9355,1640,596,67,25,Proyecto Mantenimiento 25,13,Vitahealth España,Campaña Jan 2026 – Proyecto Mantenimiento 25,190,215,42,Lucía,true,2,true,INDEF,CUENCA,2026-01-17,16:30:00,INCID,V,false,Indica el nº de facings de Reflex Gel,2. Visibilidad,9,false,false,S,1,,true,true,2026-01-15,2026-02-18
9402,1645,597,67,25,Proyecto Mantenimiento 25,13,Vitahealth España,Campaña Jan 2026 – Proyecto Mantenimiento 25,54,217,33,Laura,true,2,true,INDEF,GRANADA,,15:15:00,INCID,T,true,Tipo de farmacia,1. Visita,10,false,false,S,Farmacia orientada dermo,Si,true,true,2026-03-02,2026-03-17
9406,1645,594,67,25,Proyecto Mantenimiento 25,13,Vitahealth España,Campaña Jan 2026 – Proyecto Mantenimiento 25,54,217,33,Laura,true,2,true,INDEF,GRANADA,,15:15:00,INCID,T,true,Indica el nº de facings de Nurofen,2. Visibilidad,7,false,false,S,10 o mas,No,true,true,2026-03-02,2026-03-17
9423,1647,589,67,25,Proyecto Mantenimiento 25,13,Vitahealth España,Campaña Jan 2026 – Proyecto Mantenimiento 25,94,214,36,Carlos,true,2,true,,ALMERÍA,2026-03-05,15:45:00,INCID,,true,La farmacia quiere realizar pedido,1. Visita,2,false,true,S,No,No,true,true,2026-03-05,2026-04-01
9432,1648,592,67,25,Proyecto Mantenimiento 25,13,Vitahealth España,Campaña Jan 2026 – Proyecto Mantenimiento 25,190,214,36,Carlos,true,2,true,,ALMERÍA,2026-02-26,10:30:00,INCID,C,true,Resultado de la visita,2.Visita,5,false,false,S,Escaparate ocupado,Si,true,true,2026-02-24,2026-03-18
9492,1655,588,67,25,Proyecto Mantenimiento 25,13,Vitahealth España,Campaña Jan 2026 – Proyecto Mantenimiento 25,68,218,30,Lucía,true,2,true,INDEF,MADRID,2026-01-17,09:15:00,INCID,V,true,CONTACTO VISITA,1.Info,1,true,false,T,Pendiente de confirmar,,true,true,2026-01-16,2026-05-04
9506,1656,592,67,25,Proyecto Mantenimiento 25,13,Vitahealth España,Campaña Jan 2026 – Proyecto Mantenimiento 25,151,214,36,Carlos,true,2,true,,ALMERÍA,2026-03-05,16:30:00,INCID,T,,Resultado de la visita,2.Visita,5,false,false,S,No dispone de escaparate,,true,true,2026-02-28,2026-05-11
9560,1666,608,69,26,Proyecto Mantenimiento 26,13,Vitahealth España,Campaña Oct 2025 – Proyecto Mantenimiento 26,189,225,37,Javier,true,2,true,INDEF,A CORUÑA,2026-01-19,09:30:00,INCID,C,true,OBSERV VISITA,1.Info,2,true,false,T,,,true,true,2026-01-16,2026-01-25
9584,1669,610,69,26,Proyecto Mantenimiento 26,13,Vitahealth España,Campaña Oct 2025 – Proyecto Mantenimiento 26,60,224,43,Ana,true,2,true,PART,VALLADOLID,2026-02-11,17:30:00,INCID,V,false,Resultado de la formación,1. Visita,4,true,true,S,Formación OK,,true,true,2026-02-11,2026-04-11
9680,1680,613,69,26,Proyecto Mantenimiento 26,13,Vitahealth España,Campaña Oct 2025 – Proyecto Mantenimiento 26,200,224,43,Ana,true,2,true,PART,VALLADOLID,2026-01-14,14:00:00,OK,V,true,"En caso de hacer una mejora en Gaviscon, indícalo",2. Visibilidad,7,true,true,M,Segundo espacio,,true,true,2026-01-11,2026-04-23
9692,1680,616,69,26,Proyecto Mantenimiento 26,13,Vitahealth España,Campaña Oct 2025 – Proyecto Mantenimiento 26,200,224,43,Ana,true,2,true,PART,VALLADOLID,2026-01-14,14:00:00,OK,V,true,"En caso de hacer una mejora en Strepsils/Strefen, indícalo",2. Visibilidad,10,false,false,M,Ampliar facings,,true,true,2026-01-11,2026-04-23
9699,1681,618,69,26,Proyecto Mantenimiento 26,13,Vitahealth España,Campaña Oct 2025 – Proyecto Mantenimiento 26,37,224,43,Ana,true,2,true,PART,VALLADOLID,2026-02-03,11:45:00,INCID,C,false,CONTACTO VISITA,1.Info,12,false,false,T,Titular disponible,,true,true,2026-02-01,2026-04-18
9721,1684,622,70,26,Proyecto Mantenimiento 26,13,Vitahealth España,Campaña Nov 2025 – Proyecto Mantenimiento 26,167,226,16,Lucía,true,2,true,INDEF,,2026-01-05,19:30:00,INFO,V,true,"En caso de hacer una mejora en Strepsils/Strefen, indícalo",2. Visibilidad,2,true,false,M,Ampliar facings,,true,true,2026-01-04,2026-03-15
9723,1684,628,70,26,Proyecto Mantenimiento 26,13,Vitahealth España,Campaña Nov 2025 – Proyecto Mantenimiento 26,167,226,16,Lucía,true,2,true,INDEF,,2026-01-05,19:30:00,INFO,V,true,Núm. Total de trabajadores de farmacia,1. Visita,8,true,false,N,30,,true,true,2026-01-04,2026-03-15
9743,1687,633,71,27,Proyecto Mantenimiento 27,14,Nexopharma SL,Campaña Oct 2025 – Proyecto Mantenimiento 27,4,233,14,Javier,true,2,true,,PONTEVEDRA,2026-01-23,18:45:00,OK,V,true,Indica de qué marca,,2,false,false,M,Gavinatura,,true,true,2026-01-19,2026-02-22
9754,1687,638,71,27,Proyecto Mantenimiento 27,14,Nexopharma SL,Campaña Oct 2025 – Proyecto Mantenimiento 27,4,233,14,Javier,true,2,true,,PONTEVEDRA,2026-01-23,18:45:00,OK,V,true,Indica el nº de facings de Reflex Gel,2. Visibilidad,7,false,false,S,3,,true,true,2026-01-19,2026-02-22
9799,1692,640,71,27,Proyecto Mantenimiento 27,14,Nexopharma SL,Campaña Oct 2025 – Proyecto Mantenimiento 27,65,231,42,Lucía,true,2,true,INDEF,CUENCA,2026-03-07,18:45:00,INFO,C,true,Resultado de la visita,2.Visita,9,false,true,S,Revisita,,true,true,2026-03-02,2026-04-12
9809,1692,644,71,27,Proyecto Mantenimiento 27,14,Nexopharma SL,Campaña Oct 2025 – Proyecto Mantenimiento 27,65,231,42,Lucía,true,2,true,INDEF,CUENCA,2026-03-07,18:45:00,INFO,C,true,CONTACTO VISITA,1.Info,13,false,true,T,Titular disponible,Si,true,true,2026-03-02,2026-04-12
9812,1693,643,71,27,Proyecto Mantenimiento 27,14,Nexopharma SL,Campaña Oct 2025 – Proyecto Mantenimiento 27,35,232,7,David,true,2,true,TEMP,SANTARÉM,2026-01-19,10:30:00,INCID,V,true,OBSERV VISITA,1.Info,12,false,true,T,OK,Si,true,true,2026-01-17,2026-03-17
9821,1694,643,71,27,Proyecto Mantenimiento 27,14,Nexopharma SL,Campaña Oct 2025 – Proyecto Mantenimiento 27,13,231,42,Lucía,true,2,true,INDEF,CUENCA,2026-02-13,09:00:00,INCID,T,false,OBSERV VISITA,1.Info,12,false,true,T,Pendiente de confirmar,,true,true,2026-02-12,2026-04-21
9836,1696,640,71,27,Proyecto Mantenimiento 27,14,Nexopharma SL,Campaña Oct 2025 – Proyecto Mantenimiento 27,193,233,14,Javier,true,2,true,,PONTEVEDRA,2026-02-27,17:15:00,INCID,T,true,Resultado de la visita,2.Visita,9,false,true,S,,,true,true,2026-02-24,2026-03-09
9931,1708,635,71,27,Proyecto Mantenimiento 27,14,Nexopharma SL,Campaña Oct 2025 – Proyecto Mantenimiento 27,84,234,19,Isabel,true,2,true,,CANILLO,2026-02-16,19:00:00,OK,T,true,HORARIO,1.Info,4,false,true,T,Sin comentarios,,true,true,2026-02-13,2026-03-10
9939,1708,637,71,27,Proyecto Mantenimiento 27,14,Nexopharma SL,Campaña Oct 2025 – Proyecto Mantenimiento 27,84,234,19,Isabel,true,2,true,,CANILLO,2026-02-16,19:00:00,OK,T,true,Indica el nº de facings de Gavidigest,2. Visibilidad,6,true,false,S,"0, No esta expuesto",,true,true,2026-02-13,2026-03-10
9946,1709,643,71,27,Proyecto Mantenimiento 27,14,Nexopharma SL,Campaña Oct 2025 – Proyecto Mantenimiento 27,177,231,42,Lucía,true,2,true,INDEF,CUENCA,2026-03-08,14:00:00,INCID,C,false,OBSERV VISITA,1.Info,12,false,true,T,Auxiliar de farmacia,,true,true,2026-03-04,2026-04-03
9958,1710,637,71,27,Proyecto Mantenimiento 27,14,Nexopharma SL,Campaña Oct 2025 – Proyecto Mantenimiento 27,172,231,42,Lucía,true,2,true,INDEF,CUENCA,2026-02-21,19:30:00,INCID,T,true,Indica el nº de facings de Gavidigest,2. Visibilidad,6,true,false,S,2,,true,true,2026-02-16,2026-05-09
9973,1712,642,71,27,Proyecto Mantenimiento 27,14,Nexopharma SL,Campaña Oct 2025 – Proyecto Mantenimiento 27,224,232,7,David,true,2,true,TEMP,SANTARÉM,2026-01-08,13:15:00,INFO,V,true,Núm. de personas formadas,1. Visita,11,false,false,N,,,true,true,2026-01-07,2026-05-11
9980,1712,633,71,27,Proyecto Mantenimiento 27,14,Nexopharma SL,Campaña Oct 2025 – Proyecto Mantenimiento 27,224,232,7,David,true,2,true,TEMP,SANTARÉM,2026-01-08,13:15:00,INFO,V,true,Indica de qué marca,,2,false,false,M,Strefen,,true,true,2026-01-07,2026-05-11
10018,1717,633,71,27,Proyecto Mantenimiento 27,14,Nexopharma SL,Campaña Oct 2025 – Proyecto Mantenimiento 27,154,231,42,Lucía,true,2,true,INDEF,CUENCA,2026-03-13,13:45:00,INCID,,false,Indica de qué marca,,2,false,false,M,Reflex Gel,Si,true,true,2026-03-12,2026-04-04
10022,1718,640,71,27,Proyecto Mantenimiento 27,14,Nexopharma SL,Campaña Oct 2025 – Proyecto Mantenimiento 27,205,231,42,Lucía,true,2,true,INDEF,CUENCA,2026-01-29,09:30:00,NOVIS,,true,Resultado de la visita,2.Visita,9,false,true,S,No dispone de escaparate,,true,true,2026-01-26,2026-04-06
10026,1719,642,71,27,Proyecto Mantenimiento 27,14,Nexopharma SL,Campaña Oct 2025 – Proyecto Mantenimiento 27,218,235,22,José,true,2,true,,PORTALEGRE,2026-02-09,15:15:00,INCID,T,false,Núm. de personas formadas,1. Visita,11,false,false,N,60,Si,true,true,2026-02-04,2026-05-07
10057,1723,636,71,27,Proyecto Mantenimiento 27,14,Nexopharma SL,Campaña Oct 2025 – Proyecto Mantenimiento 27,244,233,14,Javier,true,2,true,,PONTEVEDRA,2026-01-26,16:00:00,NOVIS,T,true,"En caso de hacer una mejora en Nurofen, indícalo",2. Visibilidad,5,true,true,M,Mejora planograma,,true,true,2026-01-24,2026-02-21
10128,319,111,14,8,Proyecto Visibilidad 8,5,Salutis Consumer España,Campaña Feb 2026 – Proyecto Visibilidad 8,190,48,33,Laura,true,2,true,INDEF,GRANADA,2026-05-11,08:15:00,INCID,,true,Indica el nº de facings de Nurofen,2. Visibilidad,5,false,false,S,2,No,true,true,2026-05-06,2026-05-14
10147,334,110,14,8,Proyecto Visibilidad 8,5,Salutis Consumer España,Campaña Feb 2026 – Proyecto Visibilidad 8,109,45,9,María,true,2,true,PART,CUENCA,2026-02-21,08:15:00,INCID,T,true,"En caso de hacer una mejora en Gaviscon, indícalo",2. Visibilidad,4,false,false,M,Segundo espacio,,true,true,2026-02-21,2026-04-14
35,4,11,1,1,Proyecto Mantenimiento 1,1,Laboratorios Valtera España,Campaña Oct 2025 – Proyecto Mantenimiento 1,24,3,44,José,true,2,true,TEMP,BARCELONA,2026-02-04,16:15:00,INCID,C,false,Indica el nº de facings de Strepsils/Strefen,2. Visibilidad,11,false,true,S,3,,true,true,2026-01-30,2026-04-20
37,4,3,1,1,Proyecto Mantenimiento 1,1,Laboratorios Valtera España,Campaña Oct 2025 – Proyecto Mantenimiento 1,24,3,44,José,true,2,true,TEMP,BARCELONA,2026-02-04,16:15:00,INCID,C,false,Indica el nº de facings de Reflex Spray,2. Visibilidad,3,false,true,S,6,,true,true,2026-01-30,2026-04-20
54,8,8,1,1,Proyecto Mantenimiento 1,1,Laboratorios Valtera España,Campaña Oct 2025 – Proyecto Mantenimiento 1,249,1,32,Javier,true,2,true,TEMP,ASTURIAS,2026-01-07,15:00:00,INCID,C,true,Indica el nº de facings de Reflex Gel,2. Visibilidad,8,false,true,S,"0, No esta expuesto",,true,true,2026-01-06,2026-02-28
62,9,4,1,1,Proyecto Mantenimiento 1,1,Laboratorios Valtera España,Campaña Oct 2025 – Proyecto Mantenimiento 1,24,3,44,José,true,2,true,TEMP,BARCELONA,2026-02-25,10:30:00,INCID,,true,¿Se ha realizado toda la instalación del vinilo a medida?,2.Visita,4,false,true,S,Si,No,true,true,2026-02-20,2026-04-14
64,9,7,1,1,Proyecto Mantenimiento 1,1,Laboratorios Valtera España,Campaña Oct 2025 – Proyecto Mantenimiento 1,24,3,44,José,true,2,true,TEMP,BARCELONA,2026-02-25,10:30:00,INCID,,true,"En caso de hacer una mejora en Gaviscon, indícalo",2. Visibilidad,7,false,true,M,Mejora planograma,,true,true,2026-02-20,2026-04-14
96,12,1,1,1,Proyecto Mantenimiento 1,1,Laboratorios Valtera España,Campaña Oct 2025 – Proyecto Mantenimiento 1,12,1,32,Javier,true,2,true,TEMP,ASTURIAS,2026-01-25,10:30:00,INCID,T,true,"En caso de hacer una mejora en Strepsils/Strefen, indícalo",2. Visibilidad,1,false,false,M,Segundo espacio,,true,true,2026-01-24,2026-03-16
165,25,14,2,1,Proyecto Mantenimiento 1,1,Laboratorios Valtera España,Campaña Jan 2026 – Proyecto Mantenimiento 1,243,4,28,Javier,true,2,true,PART,VISEU,2026-02-18,10:45:00,INCID,V,false,Tipo de farmacia,1. Visita,1,false,false,S,Farmacia pequeña,,true,true,2026-02-16,2026-04-05
168,26,18,2,1,Proyecto Mantenimiento 1,1,Laboratorios Valtera España,Campaña Jan 2026 – Proyecto Mantenimiento 1,28,6,3,Laura,true,2,true,INDEF,CANILLO,2026-02-20,15:30:00,INCID,,true,"En caso de hacer una mejora en Gaviscon, indícalo",2. Visibilidad,5,false,false,M,Segundo espacio,,true,true,2026-02-18,2026-04-20
189,32,17,2,1,Proyecto Mantenimiento 1,1,Laboratorios Valtera España,Campaña Jan 2026 – Proyecto Mantenimiento 1,113,7,26,Sara,true,2,true,TEMP,VISEU DÃO LAFÕES,2026-02-21,09:15:00,INCID,V,true,OBSERV VISITA,1.Info,4,true,true,T,Sin comentarios,,true,true,2026-02-19,2026-03-05
194,33,16,2,1,Proyecto Mantenimiento 1,1,Laboratorios Valtera España,Campaña Jan 2026 – Proyecto Mantenimiento 1,165,4,28,Javier,true,2,true,PART,VISEU,2026-02-01,13:30:00,INCID,C,true,Indica tiempo de la visita (en min),1. Visita,3,false,false,N,2,,true,true,2026-02-01,2026-05-09
205,37,15,2,1,Proyecto Mantenimiento 1,1,Laboratorios Valtera España,Campaña Jan 2026 – Proyecto Mantenimiento 1,172,4,28,Javier,true,2,true,PART,VISEU,2026-01-11,19:00:00,INCID,,,La farmacia quiere realizar pedido,1. Visita,2,true,false,S,Si,Si,true,true,2026-01-06,2026-03-10
224,42,15,2,1,Proyecto Mantenimiento 1,1,Laboratorios Valtera España,Campaña Jan 2026 – Proyecto Mantenimiento 1,127,5,36,Carlos,true,2,true,,ALMERÍA,2026-01-28,16:15:00,INCID,C,true,La farmacia quiere realizar pedido,1. Visita,2,true,false,S,Si,No,true,true,2026-01-27,2026-03-31
229,44,17,2,1,Proyecto Mantenimiento 1,1,Laboratorios Valtera España,Campaña Jan 2026 – Proyecto Mantenimiento 1,129,6,3,Laura,true,2,true,INDEF,CANILLO,2026-01-30,11:15:00,INCID,,true,OBSERV VISITA,1.Info,4,true,true,T,OK,,true,true,2026-01-25,2026-02-19
237,47,14,2,1,Proyecto Mantenimiento 1,1,Laboratorios Valtera España,Campaña Jan 2026 – Proyecto Mantenimiento 1,170,6,3,Laura,true,2,true,INDEF,CANILLO,2026-01-24,16:15:00,INCID,,true,Tipo de farmacia,1. Visita,1,false,false,S,,,true,true,2026-01-23,2026-03-06
255,53,16,2,1,Proyecto Mantenimiento 1,1,Laboratorios Valtera España,Campaña Jan 2026 – Proyecto Mantenimiento 1,147,7,26,Sara,true,2,true,TEMP,VISEU DÃO LAFÕES,2026-01-16,14:30:00,INCID,V,true,Indica tiempo de la visita (en min),1. Visita,3,false,false,N,1,No,true,true,2026-01-15,2026-04-08
323,70,27,4,2,Proyecto Formación 2,2,Pharmakon Consumer Health,Campaña Oct 2025 – Proyecto Formación 2,139,14,13,Sara,true,2,true,,BADAJOZ,2026-02-16,18:15:00,INCID,V,false,Núm. de personas formadas,1. Visita,4,false,true,N,30,Si,true,true,2026-02-12,2026-05-05
326,70,31,4,2,Proyecto Formación 2,2,Pharmakon Consumer Health,Campaña Oct 2025 – Proyecto Formación 2,139,14,13,Sara,true,2,true,,BADAJOZ,2026-02-16,18:15:00,INCID,V,false,Indica el nº de facings de Reflex Gel,2. Visibilidad,8,false,false,S,1,,true,true,2026-02-12,2026-05-05
341,72,31,4,2,Proyecto Formación 2,2,Pharmakon Consumer Health,Campaña Oct 2025 – Proyecto Formación 2,54,16,33,Laura,true,2,true,INDEF,GRANADA,2026-02-09,10:45:00,INFO,,false,Indica el nº de facings de Reflex Gel,2. Visibilidad,8,false,false,S,4,,true,true,2026-02-06,2026-04-25
379,78,28,4,2,Proyecto Formación 2,2,Pharmakon Consumer Health,Campaña Oct 2025 – Proyecto Formación 2,245,14,13,Sara,true,2,true,,BADAJOZ,2026-03-24,18:45:00,INFO,C,true,OBSERV VISITA,1.Info,5,false,false,T,OK,,true,true,2026-03-20,2026-05-18
408,81,32,4,2,Proyecto Formación 2,2,Pharmakon Consumer Health,Campaña Oct 2025 – Proyecto Formación 2,190,15,15,Miguel,true,2,true,INDEF,LUGO,2026-02-11,13:15:00,INFO,T,true,Cargo de la persona formada,,9,true,false,S,Titular,,true,true,2026-02-07,2026-04-15
409,81,31,4,2,Proyecto Formación 2,2,Pharmakon Consumer Health,Campaña Oct 2025 – Proyecto Formación 2,190,15,15,Miguel,true,2,true,INDEF,LUGO,2026-02-11,13:15:00,INFO,T,true,Indica el nº de facings de Reflex Gel,2. Visibilidad,8,false,false,S,1,,true,true,2026-02-07,2026-04-15
444,87,27,4,2,Proyecto Formación 2,2,Pharmakon Consumer Health,Campaña Oct 2025 – Proyecto Formación 2,138,15,15,Miguel,true,2,true,INDEF,LUGO,2026-03-02,19:15:00,INCID,,true,Núm. de personas formadas,1. Visita,4,false,true,N,,Si,true,true,2026-02-26,2026-04-26
457,90,25,4,2,Proyecto Formación 2,2,Pharmakon Consumer Health,Campaña Oct 2025 – Proyecto Formación 2,249,16,33,Laura,true,2,true,INDEF,GRANADA,2026-01-01,17:00:00,INCID,V,false,CONTACTO VISITA,1.Info,2,false,false,T,Farmacéutico adjunto,,true,true,2025-12-31,2026-02-16
496,95,26,4,2,Proyecto Formación 2,2,Pharmakon Consumer Health,Campaña Oct 2025 – Proyecto Formación 2,228,14,13,Sara,true,2,true,,BADAJOZ,2026-03-10,10:15:00,INCID,V,true,Que producto en concreto?,1. Visita,3,false,false,T,Auxiliar de farmacia,,true,true,2026-03-05,2026-05-19
512,98,28,4,2,Proyecto Formación 2,2,Pharmakon Consumer Health,Campaña Oct 2025 – Proyecto Formación 2,110,15,15,Miguel,true,2,true,INDEF,LUGO,2026-03-22,16:45:00,INCID,C,false,OBSERV VISITA,1.Info,5,false,false,T,Auxiliar de farmacia,,true,true,2026-03-22,2026-04-24
517,99,32,4,2,Proyecto Formación 2,2,Pharmakon Consumer Health,Campaña Oct 2025 – Proyecto Formación 2,49,14,13,Sara,true,2,true,,BADAJOZ,2026-01-06,13:00:00,INCID,,true,Cargo de la persona formada,,9,true,false,S,Auxiliar,,true,true,2026-01-06,2026-04-27
547,103,24,4,2,Proyecto Formación 2,2,Pharmakon Consumer Health,Campaña Oct 2025 – Proyecto Formación 2,3,16,33,Laura,true,2,true,INDEF,GRANADA,2026-03-18,,INCID,V,true,Nombre de la persona formada,1. Visita,1,false,true,T,Sin comentarios,Si,true,true,2026-03-14,2026-04-07
587,108,43,5,3,Proyecto Visibilidad 3,2,Pharmakon Consumer Health,Campaña Jan 2026 – Proyecto Visibilidad 3,143,17,40,Claudia,true,2,true,PART,MADRID,2026-02-21,14:00:00,INFO,C,true,Que producto en concreto?,1. Visita,10,false,false,T,Titular disponible,Si,true,true,2026-02-21,2026-05-19
602,110,34,5,3,Proyecto Visibilidad 3,2,Pharmakon Consumer Health,Campaña Jan 2026 – Proyecto Visibilidad 3,100,17,40,Claudia,true,2,true,PART,MADRID,2026-04-04,18:45:00,NOVIS,,true,Indica el nº de facings de Reflex Gel,2. Visibilidad,1,true,false,S,1,,true,true,2026-04-03,2026-04-22
619,113,43,5,3,Proyecto Visibilidad 3,2,Pharmakon Consumer Health,Campaña Jan 2026 – Proyecto Visibilidad 3,183,17,40,Claudia,true,2,true,PART,MADRID,2026-02-12,15:45:00,INCID,,true,Que producto en concreto?,1. Visita,10,false,false,T,OK,Si,true,true,2026-02-08,2026-05-06
676,120,36,5,3,Proyecto Visibilidad 3,2,Pharmakon Consumer Health,Campaña Jan 2026 – Proyecto Visibilidad 3,163,17,40,Claudia,true,2,true,PART,MADRID,2026-05-19,08:45:00,INCID,V,true,"En caso de hacer una mejora en Gaviscon, indícalo",2. Visibilidad,3,false,true,M,Sacar del cajon,No,true,true,2026-05-19,2026-05-19
710,123,41,5,3,Proyecto Visibilidad 3,2,Pharmakon Consumer Health,Campaña Jan 2026 – Proyecto Visibilidad 3,67,17,40,Claudia,true,2,true,PART,MADRID,2026-04-18,,INFO,T,true,Indica el nº de facings de Nurofen,,8,false,false,S,6,,true,true,2026-04-16,2026-04-22
713,124,38,5,3,Proyecto Visibilidad 3,2,Pharmakon Consumer Health,Campaña Jan 2026 – Proyecto Visibilidad 3,147,17,40,Claudia,true,2,true,PART,MADRID,2026-02-04,13:00:00,INCID,C,true,Indica de qué marca,1. Visita,5,false,false,M,,,true,true,2026-02-04,2026-02-11
715,124,42,5,3,Proyecto Visibilidad 3,2,Pharmakon Consumer Health,Campaña Jan 2026 – Proyecto Visibilidad 3,147,17,40,Claudia,true,2,true,PART,MADRID,2026-02-04,13:00:00,INCID,C,true,Indica el nº de facings de Strepsils/Strefen,2. Visibilidad,9,false,false,S,10 o mas,No,true,true,2026-02-04,2026-02-11
719,125,41,5,3,Proyecto Visibilidad 3,2,Pharmakon Consumer Health,Campaña Jan 2026 – Proyecto Visibilidad 3,36,17,40,Claudia,true,2,true,PART,MADRID,2026-04-16,08:45:00,INCID,T,true,Indica el nº de facings de Nurofen,,8,false,false,S,3,,true,true,2026-04-12,2026-04-28
723,125,39,5,3,Proyecto Visibilidad 3,2,Pharmakon Consumer Health,Campaña Jan 2026 – Proyecto Visibilidad 3,36,17,40,Claudia,true,2,true,PART,MADRID,2026-04-16,08:45:00,INCID,T,true,Resultado de la visita,2.Visita,6,false,false,S,Revisita,,true,true,2026-04-12,2026-04-28
728,126,34,5,3,Proyecto Visibilidad 3,2,Pharmakon Consumer Health,Campaña Jan 2026 – Proyecto Visibilidad 3,210,17,40,Claudia,true,2,true,PART,MADRID,2026-03-17,19:00:00,,T,true,Indica el nº de facings de Reflex Gel,2. Visibilidad,1,true,false,S,5,,true,true,2026-03-16,2026-04-10
